,App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,Cleaned_Size
8045,CX-60,FAMILY,3.1,19,83.35,1000,Free,0.0,Everyone,Casual,"May 9, 2017",1.6,2.3 and up,94
8046,ACTIVEON CX & CX GOLD,VIDEO_PLAYERS,3.3,439,35.0,50000,Free,0.0,Everyone,Video Players & Editors,"March 4, 2016",0.7.9,4.0 and up,35
8047,CX North America,BUSINESS,3.9,10,55.0,500,Free,0.0,Everyone,Business,"March 14, 2018",1.2,4.0 and up,55
8048,CX-10DS,FAMILY,3.4,12,11.0,1000,Free,0.0,Everyone,Casual,"September 15, 2017",1.5_6,4.0 and up,11
8049,CX-37,FAMILY,3.9,13,12.0,1000,Free,0.0,Everyone,Casual,"May 30, 2016",1.3_4,3.0 and up,12
8050,Avaya CX,BUSINESS,4.4,21,21.0,1000,Free,0.0,Everyone,Business,"July 25, 2018",v6.7.14,5.0 and up,21
8051,TI-Nspire CX Calculator Manual,FAMILY,3.9,11,27.0,500,Paid,4.99,Everyone,Education,"July 21, 2018",1.3.0,4.1 and up,27
8052,CX_WiFiUFO,SPORTS,3.7,818,5.3,100000,Free,0.0,Everyone,Sports,"June 8, 2016",4.4_23,4.0 and up,5.3
8053,CX watcher,FAMILY,4.5,4,30.0,500,Free,0.0,Everyone,Casual,"June 21, 2018",1.5_6,4.1 and up,30
8054,Theme For Techno Camon CX,PERSONALIZATION,4.7,42,10.0,5000,Free,0.0,Everyone,Personalization,"May 10, 2017",1.0.,4.0 and up,10
8056,Theme for Tecno Camon CX / C8,LIFESTYLE,4.6,147,9.8,10000,Free,0.0,Everyone,Lifestyle,"May 2, 2017",1.0.1,4.0 and up,9.8
8058,Oración CX,LIFESTYLE,5.0,103,3.8,5000,Free,0.0,Everyone,Lifestyle,"September 12, 2017",5.1.10,4.1 and up,3.8
8059,CX-40,FAMILY,3.0,2,33.0,100,Free,0.0,Everyone,Entertainment,"December 14, 2017",3.0,4.0 and up,33
8061,Ring,COMMUNICATION,3.9,517,35.0,10000,Free,0.0,Everyone,Communication,"August 6, 2018",20180805,4.4 and up,35
8063,cx advance call blocker,PERSONALIZATION,5.0,3,3.4,50,Free,0.0,Everyone,Personalization,"April 9, 2018",1.0,4.0 and up,3.4
8064,CX Ram Booster,TOOLS,3.9,12,2.5,500,Free,0.0,Everyone,Tools,"June 2, 2017",1.0,2.2 and up,2.5
8071,CXmodel-ufo,FAMILY,3.8,19,12.0,1000,Free,0.0,Everyone,Entertainment,"January 19, 2017",2.1,2.2 and up,12
8073,Secret Codes For Android,TOOLS,3.6,6060,83.35,500000,Free,0.0,Everyone,Tools,"February 4, 2016",2.0,2.1 and up,592
8074,Absolute RC Heli Simulator,SPORTS,3.9,654,50.0,10000,Paid,4.99,Everyone,Sports,"December 20, 2017",3.29,4.1 and up,50
8075,WiFi FPV,FAMILY,3.8,316,19.0,100000,Free,0.0,Everyone,Entertainment,"June 1, 2017",1.8,2.2 and up,19
8077,go41cx,FAMILY,4.8,171,1.0,1000,Paid,10.0,Everyone,Education,"October 18, 2016",1.7.0,2.2 and up,1.0
8084,Freecell CY,GAME,4.0,387,1.1,50000,Free,0.0,Everyone,Card,"April 16, 2011",1.3.3,1.6 and up,1.1
8085,Cytus II,GAME,4.7,16851,81.0,100000,Paid,1.99,Everyone 10+,Music,"August 3, 2018",1.5.0,4.4 and up,81
8086,Cy-Reader,FAMILY,4.8,17,15.0,100,Free,0.0,Everyone,Education,"August 3, 2018",1.7,4.2 and up,15
8087,Cy-Fair FCU Mobile Banking,FINANCE,4.7,439,13.0,5000,Free,0.0,Everyone,Finance,"January 30, 2018",5.7.1.0,5.0 and up,13
8088,Cytus,GAME,4.7,541732,20.0,5000000,Free,0.0,Everyone,Music,"February 9, 2018",10.0.10,2.3 and up,20
8089,Cy-Ranch,NEWS_AND_MAGAZINES,4.5,27,7.1,500,Free,0.0,Everyone,News & Magazines,"May 6, 2018",7.5.0,4.1 and up,7.1
8090,Recycling Cy,LIFESTYLE,4.0,47,4.5,1000,Free,0.0,Everyone,Lifestyle,"August 2, 2017",2.0,3.2 and up,4.5
8092,CY.SEND Online Top Up,FINANCE,3.2,191,10.0,10000,Free,0.0,Everyone,Finance,"January 25, 2018",4.5.6,4.0 and up,10
8095,Alpha Bank CY,FINANCE,4.7,39,20.0,1000,Free,0.0,Everyone,Finance,"March 20, 2018",1.11,4.3 and up,20
8096,Cy Messenger,COMMUNICATION,4.5,4,8.1,100,Free,0.0,Everyone,Communication,"August 30, 2014",1.3.0,2.3.3 and up,8.1
8098,Igitabo cy'Indirimbo,FAMILY,4.5,93,1.6,50000,Free,0.0,Everyone,Entertainment,"February 5, 2018",INDIRIMBO V.2014.002,1.6 and up,1.6
8099,Doctor Finder CY,MEDICAL,4.9,57,6.1,1000,Free,0.0,Everyone,Medical,"November 11, 2015",1.7,3.0 and up,6.1
8100,Eshopcy.com.cy,SHOPPING,4.2,182,4.9,5000,Free,0.0,Everyone,Shopping,"August 3, 2018",1.3,2.2 and up,4.9
8102,Cy-Fair VFD EMS Protocols,MEDICAL,5.0,2,20.0,100,Free,0.0,Everyone 10+,Medical,"September 21, 2017",1.8.3,4.1 and up,20
8104,Cy-Fair Christian Church,LIFESTYLE,5.0,2,9.3,100,Free,0.0,Everyone,Lifestyle,"August 3, 2017",24.8.1,4.1 and up,9.3
8107,Shadowverse CCG,GAME,4.2,47340,61.0,1000000,Free,0.0,Teen,Card,"July 30, 2018",2.2.15,4.1 and up,61
8108,CY Digital Net,SHOPPING,4.7,3,5.8,500,Free,0.0,Everyone,Shopping,"August 1, 2017",2.0.0,4.0 and up,5.8
8116,Cymath - Math Problem Solver,FAMILY,4.5,10159,6.4,1000000,Free,0.0,Everyone,Education,"April 13, 2018",2.17,4.1 and up,6.4
8117,Rewards,FINANCE,3.8,57,4.0,5000,Free,0.0,Everyone,Finance,"December 15, 2017",4.1,2.3 and up,4.0
8118,Army of Heroes,FAMILY,4.5,85015,46.0,1000000,Free,0.0,Everyone 10+,Strategy,"August 1, 2018",1.03.06,4.0 and up,46
8120,Math Solver,FAMILY,4.3,2250,30.0,100000,Free,0.0,Everyone,Education,"November 21, 2017",1.2,4.1 and up,30
8122,Cyprus Bus Companion,MAPS_AND_NAVIGATION,3.9,112,1.4,10000,Free,0.0,Everyone,Maps & Navigation,"December 26, 2013",1.3,2.2 and up,1.4
8123,Cyprus Police,SOCIAL,4.2,226,15.0,10000,Free,0.0,Everyone 10+,Social,"January 31, 2018",1.122.250.1421,2.2 and up,15
8124,foody Cyprus - online ordering,SHOPPING,4.5,214,1.8,10000,Free,0.0,Everyone,Shopping,"February 27, 2018",2.92,4.0.3 and up,1.8
8125,Death Dragon Knights RPG,FAMILY,4.1,11179,19.0,1000000,Free,0.0,Teen,Role Playing,"September 16, 2016",2.7,2.3 and up,19
8127,Bank Of Cyprus,FINANCE,4.1,1514,12.0,100000,Free,0.0,Everyone,Finance,"February 14, 2018",1.1,4.1 and up,12
8128,Map of Cyprus offline,TRAVEL_AND_LOCAL,4.6,470,21.0,10000,Free,0.0,Everyone,Travel & Local,"March 12, 2018",3.9,2.3 and up,21
8129,McDelivery Cyprus,FOOD_AND_DRINK,3.3,60,25.0,10000,Free,0.0,Everyone,Food & Drink,"May 14, 2018",3.1.46 (CY02),4.3 and up,25
8130,CZ-USA,LIFESTYLE,4.5,11,3.4,1000,Free,0.0,Everyone,Lifestyle,"March 1, 2016",1.0.2,4.0.3 and up,3.4
8131,CZ File Manager,TOOLS,2.2,876,8.7,1000000,Free,0.0,Everyone,Tools,"August 6, 2018",3.2.3,4.2 and up,8.7
8132,Security Camera CZ,HOUSE_AND_HOME,4.4,137,19.0,10000,Free,0.0,Everyone,House & Home,"July 17, 2018",1.1.10,4.1 and up,19
8133,Šmelina .cz inzeráty inzerce,SHOPPING,3.9,117,9.8,10000,Free,0.0,Everyone,Shopping,"May 13, 2018",1.3,4.0 and up,9.8
8134,Alzashop.com,SHOPPING,4.5,32014,18.0,500000,Free,0.0,Everyone,Shopping,"August 3, 2018",Varies with device,Varies with device,18
8135,KFC CZ,LIFESTYLE,2.8,1189,18.0,100000,Free,0.0,Everyone,Lifestyle,"June 27, 2018",5.1.0,4.0.3 and up,18
8136,Skylink Live TV CZ,FAMILY,3.3,2802,15.0,100000,Free,0.0,Teen,Entertainment,"July 11, 2018",5.0,4.3 and up,15
8138,Mapy.cz - Cycling & Hiking offline maps,MAPS_AND_NAVIGATION,4.5,56409,43.0,1000000,Free,0.0,Everyone,Maps & Navigation,"June 26, 2018",6.2.0,4.1 and up,43
8141,Online TV CZ/SK PRO,VIDEO_PLAYERS,3.1,167,2.0,1000,Paid,0.99,Everyone,Video Players & Editors,"June 21, 2018",3.3.2,4.0.3 and up,2.0
8142,Rande.cz,SOCIAL,3.2,398,2.2,50000,Free,0.0,Mature 17+,Social,"December 3, 2014",1.0.1,2.3.3 and up,2.2
8143,Breweries (CZ/SK),LIFESTYLE,4.4,1740,4.4,50000,Free,0.0,Teen,Lifestyle,"July 27, 2017",3.1.0,4.1 and up,4.4
8144,reality.cz,HOUSE_AND_HOME,4.1,1372,5.4,50000,Free,0.0,Everyone,House & Home,"February 15, 2018",2.9.0,4.1 and up,5.4
8146,CZ-Help,BOOKS_AND_REFERENCE,5.0,2,1.4,5,Free,0.0,Everyone,Books & Reference,"July 13, 2018",0.1,4.4 and up,1.4
8149,CZ-Cyberon Voice Commander,TOOLS,3.8,131,3.3,1000,Paid,5.99,Everyone,Tools,"March 7, 2017",3.2.17030601,2.2 and up,3.3
8152,HTC Sense Input - CZ,TOOLS,4.3,87,7.3,10000,Free,0.0,Everyone,Tools,"November 9, 2015",1.0.612933,5.0 and up,7.3
8153,WebCams,WEATHER,4.6,3963,23.0,100000,Free,0.0,Everyone,Weather,"July 17, 2018",5.2.11,4.2 and up,23
8157,Wallpaper.cz,PHOTOGRAPHY,4.9,7,2.2,100,Free,0.0,Everyone,Photography,"July 11, 2015",1.2.0,3.0 and up,2.2
8159,CZ Kompas,TOOLS,5.0,2,3.5,10,Free,0.0,Everyone,Tools,"July 9, 2018",1.1,4.0 and up,3.5
8162,MYTO CZ,MAPS_AND_NAVIGATION,2.9,30,4.8,5000,Free,0.0,Everyone,Maps & Navigation,"February 17, 2016",1.2,4.1 and up,4.8
8163,PLAYzone.cz,FAMILY,4.4,14,7.3,500,Free,0.0,Everyone,Entertainment,"November 7, 2017",2.1.3,4.1 and up,7.3
8164,Tools & Mi Band,HEALTH_AND_FITNESS,4.4,15753,13.0,100000,Paid,3.49,Everyone,Health & Fitness,"July 26, 2018",3.7.3,4.3 and up,13
8166,TeeTime.cz,SPORTS,4.6,1641,6.2,10000,Free,0.0,Everyone,Sports,"August 2, 2018",1.18.34,4.0 and up,6.2
8167,What is my IP address,TOOLS,4.5,4228,83.35,500000,Free,0.0,Everyone,Tools,"July 2, 2018",2.95,4.0 and up,656
8168,Windguru Lite,WEATHER,4.0,9307,5.0,1000000,Free,0.0,Everyone,Weather,"January 9, 2018",2.0.8,4.4 and up,5.0
8170,Da Fit,SPORTS,3.5,1151,8.3,10000,Free,0.0,Everyone,Sports,"July 23, 2018",v1.0.0-195-gb96d9f2,4.4 and up,8.3
8172,Dan the Man: Action Platformer,GAME,4.8,528550,73.0,10000000,Free,0.0,Teen,Arcade,"July 26, 2018",1.2.6,4.1 and up,73
8173,Ghost Detector,FAMILY,3.5,35337,7.4,5000000,Free,0.0,Teen,Entertainment,"May 25, 2018",1.7.28,4.0 and up,7.4
8174,"Face Filter, Selfie Editor - Sweet Camera",PHOTOGRAPHY,4.7,142758,22.0,10000000,Free,0.0,Everyone,Photography,"July 6, 2018",1.5.1,4.4 and up,22
8175,Master for Minecraft(Pocket Edition)-Mod Launcher,TOOLS,4.6,2674051,26.0,50000000,Free,0.0,Everyone,Tools,"August 6, 2018",2.1.69,4.0.3 and up,26
8176,King of Math,FAMILY,4.4,766,14.0,10000,Paid,2.99,Everyone,Education;Education,"May 22, 2018",1.0.11,2.2 and up,14
8177,Translate: text & voice translator,TOOLS,4.3,122010,7.3,5000000,Free,0.0,Everyone,Tools,"July 14, 2018",Translator 10.9.2,4.0.3 and up,7.3
8178,The Zueira's Voice,TOOLS,4.7,136540,3.1,1000000,Free,0.0,Everyone,Tools,"July 10, 2018",4.75,4.0.3 and up,3.1
8179,Battery Calibration,TOOLS,4.4,134412,11.0,5000000,Free,0.0,Everyone,Tools,"July 27, 2018",3.0.5,4.4 and up,11
8181,Thuglife Video Maker,FAMILY,3.5,38824,12.0,1000000,Free,0.0,Mature 17+,Entertainment,"January 21, 2018",2.4.1,5.0 and up,12
8182,MadLipz,FAMILY,4.6,171017,13.0,10000000,Free,0.0,Teen,Entertainment,"July 22, 2018",2.2.2,4.4 and up,13
8183,Soccer FC,SPORTS,3.9,6289,33.0,1000000,Free,0.0,Everyone,Sports,"July 21, 2016",1.2,2.3 and up,33
8185,Geometry Dash SubZero,GAME,4.6,260527,49.0,10000000,Free,0.0,Everyone,Arcade,"December 21, 2017",1.00,4.0 and up,49
8186,Escaping the Prison,FAMILY,4.2,419375,31.0,10000000,Free,0.0,Everyone 10+,Casual,"June 21, 2016",1.2.2,2.3 and up,31
8188,Quiz TRUE or FALSE,GAME,4.6,2464,34.0,50000,Free,0.0,Everyone,Trivia,"February 13, 2018",1.1,4.1 and up,34
8189,Glam Doll Salon - Chic Fashion,FAMILY,4.0,93898,44.0,10000000,Free,0.0,Everyone,Casual,"May 26, 2017",1.10,4.1 and up,44
8190,Siren Ringtones,PERSONALIZATION,4.2,42190,11.0,5000000,Free,0.0,Teen,Personalization,"July 8, 2018",Varies with device,Varies with device,11
8191,Peppa Pig: Party Time,FAMILY,3.8,52,55.0,10000,Paid,2.99,Everyone,Educational;Pretend Play,"August 8, 2017",1.2.1,2.3 and up,55
8193,COOKING MAMA Let's Cook!,FAMILY,4.3,528917,59.0,10000000,Free,0.0,Everyone,Educational;Pretend Play,"July 26, 2018",1.38.0,4.1 and up,59
8195,Knife Hit,GAME,4.5,462614,60.0,10000000,Free,0.0,Everyone,Arcade,"May 22, 2018",1.7.2,4.0.3 and up,60
8196,The Visitor,GAME,4.1,39895,25.0,5000000,Free,0.0,Mature 17+,Adventure,"January 2, 2018",1.2.3,4.1 and up,25
8197,Just Dance Now,GAME,4.2,794058,56.0,10000000,Free,0.0,Everyone,Music,"June 12, 2018",2.3.0,4.4 and up,56
8198,DB Navigator,MAPS_AND_NAVIGATION,4.0,119685,20.0,10000000,Free,0.0,Everyone,Maps & Navigation,"July 2, 2018",18.06.p03.02,4.0.3 and up,20
8199,SQLite DB Reader,TOOLS,3.6,301,2.3,50000,Free,0.0,Everyone,Tools,"November 28, 2017",1.2.9,4.0 and up,2.3
8200,DB Browser,TOOLS,3.3,236,83.35,50000,Free,0.0,Everyone,Tools,"September 20, 2011",1.6,2.1 and up,221
8201,Sound Meter,TOOLS,4.7,88993,1.5,10000000,Free,0.0,Everyone,Tools,"June 10, 2018",3.2.6,2.3 and up,1.5
8202,DRAGON BALL LEGENDS,GAME,4.6,338742,48.0,5000000,Free,0.0,Teen,Action,"August 3, 2018",1.11.0,6.0 and up,48
8203,db.Mobil App,LIBRARIES_AND_DEMO,4.5,23,31.0,5000,Free,0.0,Everyone,Libraries & Demo,"July 11, 2018",3.4.5,3.0 and up,31
8204,DB Streckenagent,MAPS_AND_NAVIGATION,3.9,4569,7.5,500000,Free,0.0,Everyone,Maps & Navigation,"December 22, 2017",2.1.10 (49),4.0 and up,7.5
8205,dB: Sound Meter Pro,TOOLS,4.3,31,83.35,5000,Free,0.0,Everyone,Tools,"December 12, 2016",1.0,4.0.3 and up,228
8207,dB Sound Level Meter,TOOLS,3.9,203,2.3,10000,Free,0.0,Everyone,Tools,"March 3, 2017",1.08,3.0 and up,2.3
8208,DB Sound Meter: Measure Noise Level- Decibel Meter,TOOLS,4.3,824,2.8,10000,Free,0.0,Everyone,Tools,"December 13, 2017",1.0.1,4.1 and up,2.8
8211,ACCDB MDB DB Manager Pro - Editor for MS Access,PRODUCTIVITY,3.1,19,4.5,500,Paid,8.99,Everyone,Productivity,"November 3, 2016",1.0.8,4.0 and up,4.5
8212,Scale Models DB,TOOLS,4.4,9,33.0,50,Paid,2.99,Everyone,Tools,"May 3, 2018",0.6.2,4.3 and up,33
8213,DB Train Simulator,FAMILY,3.7,6514,72.0,500000,Free,0.0,Everyone,Simulation,"May 23, 2018",1.6.2,3.0 and up,72
8214,DB Tools,FAMILY,4.6,37,3.3,1000,Free,0.0,Everyone,Education,"June 17, 2014",1.9,2.2 and up,3.3
8215,dB Meter - measure sound & noise level in Decibel,TOOLS,4.6,154,6.6,10000,Free,0.0,Everyone,Tools,"July 26, 2018",1.1,4.4 and up,6.6
8216,DB LINK RGB,TOOLS,2.7,7,5.2,500,Free,0.0,Everyone,Tools,"June 19, 2017",1.0.2,4.4 and up,5.2
8219,"10,000 Quotes DB (Premium)",BOOKS_AND_REFERENCE,4.1,70,3.5,500,Paid,0.99,Everyone,Books & Reference,"August 30, 2013",1.3,2.1 and up,3.5
8220,Guide for DB Xenoverse,BOOKS_AND_REFERENCE,4.2,459,11.0,10000,Free,0.0,Everyone,Books & Reference,"October 1, 2016",1.2,4.0 and up,11
8221,DB Transport,MAPS_AND_NAVIGATION,1.9,179,10.0,10000,Free,0.0,Everyone,Maps & Navigation,"March 13, 2018",3.05,4.1 and up,10
8222,DB Stay Connected,BUSINESS,4.6,17,9.4,1000,Free,0.0,Everyone,Business,"December 8, 2017",1.4,4.0 and up,9.4
8226,Guide for DB Xenoverse 2,BOOKS_AND_REFERENCE,4.4,121,8.7,10000,Free,0.0,Everyone,Books & Reference,"December 23, 2016",1.1.2,4.1 and up,8.7
8227,DB Customer Connect,BUSINESS,4.2,100,6.3,10000,Free,0.0,Everyone,Business,"July 21, 2018",2.0.0,4.1 and up,6.3
8228,Patron DB,TOOLS,3.9,64,4.1,5000,Free,0.0,Everyone,Tools,"June 1, 2017",1.24,4.4 and up,4.1
8229,DB Event App,SOCIAL,2.4,37,37.0,5000,Free,0.0,Teen,Social,"June 25, 2017",1.0,4.1 and up,37
8230,DB HOME,LIFESTYLE,5.0,5,3.2,100,Free,0.0,Everyone,Lifestyle,"August 31, 2017",1.0.1,4.0 and up,3.2
8231,Bowers & Wilkins DB Subwoofers,TOOLS,3.9,21,11.0,10000,Free,0.0,Everyone,Tools,"January 19, 2018",1.2.0.27,5.0 and up,11
8233,DB Busradar NRW,MAPS_AND_NAVIGATION,3.7,78,3.0,10000,Free,0.0,Everyone,Maps & Navigation,"April 12, 2017",1.0.2,2.2 and up,3.0
8234,DB Pickles,BUSINESS,5.0,5,14.0,100,Free,0.0,Everyone,Business,"March 20, 2018",2.0.2,4.1 and up,14
8235,DB for Fallout Shelter,FAMILY,4.0,3323,47.0,100000,Free,0.0,Everyone,Simulation,"March 29, 2018",1.9,4.0 and up,47
8236,LC-DB,PHOTOGRAPHY,3.0,1,2.5,10,Paid,3.49,Everyone,Photography,"October 20, 2017",1.0,4.2 and up,2.5
8237,dB Sound Meter,TOOLS,4.1,29,2.3,5000,Free,0.0,Everyone,Tools,"April 25, 2016",1.2,4.0.3 and up,2.3
8238,DB for Hustle Castle,FAMILY,4.8,21,49.0,1000,Free,0.0,Everyone,Role Playing,"July 4, 2018",1.1,4.1 and up,49
8239,DB Ultra Saiyan Battle,GAME,4.5,33,44.0,1000,Free,0.0,Everyone 10+,Action,"July 25, 2018",1.3.7,2.3 and up,44
8240,Preferences Manager and SQLite DB Viewer,TOOLS,3.5,13,3.0,1000,Free,0.0,Everyone,Tools,"July 18, 2017",1.01,4.0 and up,3.0
8244,SW-DB,TOOLS,4.5,954,7.6,10000,Free,0.0,Teen,Tools,"July 11, 2016",0.4.1,4.1 and up,7.6
8245,DC Legends: Battle for Justice,FAMILY,4.5,355613,59.0,10000000,Free,0.0,Teen,Role Playing,"August 2, 2018",1.21.2,4.4 and up,59
8247,Injustice 2,GAME,4.3,504765,36.0,5000000,Free,0.0,Teen,Action,"July 30, 2018",2.4.1,4.4 and up,36
8248,Injustice: Gods Among Us,GAME,4.4,2440877,32.0,10000000,Free,0.0,Teen,Action,"June 14, 2018",2.21,4.0 and up,32
8249,FANDOM for: DC,FAMILY,4.4,6715,9.5,500000,Free,0.0,Mature 17+,Entertainment,"July 20, 2018",2.9.8.1,4.4 and up,9.5
8250,DC Super Hero Girls™,FAMILY,4.3,43090,83.35,5000000,Free,0.0,Everyone,Action;Action & Adventure,"June 29, 2018",2.8.0,4.0 and up,95
8251,LEGO Batman: DC Super Heroes,FAMILY,4.2,2557,5.8,50000,Paid,4.99,Everyone 10+,Adventure;Action & Adventure,"May 9, 2016",Varies with device,4.0.3 and up,5.8
8252,Ultimate DC Challenge,GAME,4.5,937,35.0,10000,Free,0.0,Everyone,Trivia,"October 19, 2017",2.14.5e,4.0.3 and up,35
8253,LEGO® DC Mighty Micros,FAMILY,4.3,139545,63.0,10000000,Free,0.0,Everyone,Racing;Action & Adventure,"January 30, 2018",1.6.1326,4.1 and up,63
8254,Justice League Action Run,GAME,4.3,22333,9.7,1000000,Free,0.0,Everyone 10+,Action,"August 7, 2018",2.01,4.3 and up,9.7
8255,Marvel and DC Wallpapers,PERSONALIZATION,4.2,249,83.35,10000,Free,0.0,Everyone,Personalization,"July 7, 2018",4.0,4.1 and up,91
8256,DC Comics Amino,SOCIAL,4.9,117,63.0,1000,Free,0.0,Teen,Social,"July 13, 2018",1.8.19106,4.0.3 and up,63
8258,Quiz DC,GAME,1.4,33,3.1,1000,Free,0.0,Everyone,Trivia,"December 25, 2017",1.10,4.1 and up,3.1
8259,Batman: Gotham’s Most Wanted!,FAMILY,4.0,16190,83.35,1000000,Free,0.0,Everyone,Action;Action & Adventure,"April 24, 2018",2.1.1,4.0 and up,88
8260,"Superheroes, Marvel, DC, Comics, TV, Movies News",COMICS,5.0,34,12.0,5000,Free,0.0,Everyone,Comics,"July 31, 2018",1.0.5,5.0 and up,12
8261,MARVEL Contest of Champions,GAME,4.3,2468915,83.35,50000000,Free,0.0,Teen,Action,"July 30, 2018",19.1.0,4.0.3 and up,92
8264,DC Universe Quiz,GAME,4.3,11,23.0,500,Free,0.0,Everyone,Trivia,"May 22, 2018",3.2.7z,4.0.3 and up,23
8265,DC HSEMA,BOOKS_AND_REFERENCE,3.8,38,7.2,5000,Free,0.0,Everyone,Books & Reference,"June 18, 2018",4.0,4.4 and up,7.2
8266,DC Universe Online Map,TOOLS,4.1,1186,6.4,50000,Free,0.0,Unrated,Tools,"February 27, 2012",1.3,2.3.3 and up,6.4
8267,DC Public Library,BOOKS_AND_REFERENCE,4.2,20,3.4,1000,Free,0.0,Everyone,Books & Reference,"June 8, 2015",4.6.1,1.6 and up,3.4
8268,MARVEL Strike Force,FAMILY,4.3,166312,83.35,5000000,Free,0.0,Teen,Role Playing,"July 31, 2018",1.4.0,4.4 and up,91
8269,Vote 4 DC,TOOLS,4.1,46,6.1,1000,Free,0.0,Everyone,Tools,"September 21, 2016",4.0.6,4.0.3 and up,6.1
8270,Villains vs Superheroes,FAMILY,4.3,128,22.0,10000,Free,0.0,Everyone,Puzzle,"September 12, 2017",3.3.3z,4.0.3 and up,22
8271,DC Rider,MAPS_AND_NAVIGATION,3.6,258,6.9,50000,Free,0.0,Everyone,Maps & Navigation,"December 24, 2017",2.1,4.0 and up,6.9
8272,Power Rangers: Legacy Wars,GAME,4.3,264755,83.35,10000000,Free,0.0,Teen,Action,"July 17, 2018",2.2.1,4.0 and up,91
8273,MARVEL Future Fight,FAMILY,4.6,2354042,72.0,50000000,Free,0.0,Everyone 10+,Role Playing,"July 3, 2018",4.2.0,4.0.3 and up,72
8274,DC Metro Transit - Free,TRAVEL_AND_LOCAL,4.4,6895,10.0,500000,Free,0.0,Everyone,Travel & Local,"May 15, 2018",5.11.3.1,4.1 and up,10
8275,DC N COMPANY ENTERTAINMENT RADIO!,FAMILY,5.0,22,2.2,100,Free,0.0,Mature 17+,Entertainment,"November 2, 2017",1.4,4.4 and up,2.2
8276,Results for DC Lottery,FAMILY,4.4,160,8.5,5000,Free,0.0,Everyone,Entertainment,"March 11, 2017",5.1,4.1 and up,8.5
8277,FOX 5 DC,NEWS_AND_MAGAZINES,4.5,1440,12.0,100000,Free,0.0,Everyone,News & Magazines,"March 29, 2018",1.3.35.0,4.0 and up,12
8279,Driver Permit Test Prep DC DMV Driver's License Ed,FAMILY,4.7,78,11.0,5000,Free,0.0,Everyone,Education,"October 12, 2017",2.9.0,4.1 and up,11
8281,DC-014,PHOTOGRAPHY,5.0,3,16.0,500,Free,0.0,Everyone,Photography,"June 14, 2018",1.0.3,4.1 and up,16
8284,DC Metro,MAPS_AND_NAVIGATION,3.4,59,1.3,10000,Free,0.0,Everyone,Maps & Navigation,"January 26, 2015",1.0,1.5 and up,1.3
8285,DC Trails-Hop On Hop Off Tours,TRAVEL_AND_LOCAL,3.1,16,18.0,5000,Free,0.0,Everyone,Travel & Local,"August 1, 2018",1.4.9,4.0.3 and up,18
8286,DC Metro Transit,TRAVEL_AND_LOCAL,4.5,339,10.0,5000,Paid,2.99,Everyone,Travel & Local,"May 13, 2018",5.11.3,4.1 and up,10
8287,AC DC Power Monitor,LIFESTYLE,5.0,1,1.2,10,Paid,3.04,Everyone,Lifestyle,"May 29, 2016",1.2,2.3 and up,1.2
8288,McClatchy DC Bureau,NEWS_AND_MAGAZINES,4.3,80,8.7,5000,Free,0.0,Everyone 10+,News & Magazines,"June 18, 2018",6.0.1,4.4W and up,8.7
8289,AutoScout24 - used car finder,AUTO_AND_VEHICLES,4.4,186648,42.0,10000000,Free,0.0,Everyone,Auto & Vehicles,"August 2, 2018",9.3.52,4.2 and up,42
8291,wetter.com - Weather and Radar,WEATHER,4.2,189310,38.0,10000000,Free,0.0,Everyone,Weather,"August 6, 2018",Varies with device,Varies with device,38
8292,Your Freedom VPN Client,COMMUNICATION,4.0,74497,5.3,5000000,Free,0.0,Everyone,Communication,"May 19, 2018",20180518-01,4.0 and up,5.3
8295,Speed Camera Radar,MAPS_AND_NAVIGATION,4.1,54034,5.8,5000000,Free,0.0,Teen,Maps & Navigation,"May 30, 2018",2.1.15,4.0 and up,5.8
8296,WDAMAGE: Car Crash Engine,GAME,3.8,47386,83.35,1000000,Free,0.0,Everyone,Racing,"June 6, 2018",31,4.2 and up,96
8297,Babbel – Learn Languages,FAMILY,4.3,267787,21.0,10000000,Free,0.0,Everyone,Education,"July 30, 2018",20.7.2,4.4 and up,21
8299,APUS File Manager (Explorer),TOOLS,4.1,498894,10.0,50000000,Free,0.0,Everyone,Tools,"August 2, 2018",2.8.9.1004,4.0.3 and up,10
8300,Offroad Police Car DE,FAMILY,4.3,9149,80.0,1000000,Free,0.0,Everyone,Simulation,"March 15, 2017",1.3,2.3.3 and up,80
8301,Easy Language Translator,TOOLS,4.3,191621,6.1,10000000,Free,0.0,Everyone,Tools,"May 29, 2018",1.43,4.0 and up,6.1
8302,Word Search multilingual,GAME,4.2,32849,1.5,1000000,Free,0.0,Everyone,Word,"September 30, 2015",2.2.13,2.3 and up,1.5
8303,Love Collage - Photo Editor,PHOTOGRAPHY,4.3,251686,31.0,10000000,Free,0.0,Everyone,Photography,"July 28, 2017",2.3.8.6,4.1 and up,31
8304,Heavy Bus Simulator,FAMILY,4.4,252006,26.0,5000000,Free,0.0,Everyone,Simulation,"March 15, 2018",1.084,2.3 and up,26
8305,"CallApp: Caller ID, Blocker & Phone Call Recorder",COMMUNICATION,4.4,483782,20.0,10000000,Free,0.0,Everyone,Communication,"July 29, 2018",1.286,4.1 and up,20
